dataset,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,Features.Skew.StandardDeviation,Features.Skew.Mean,Labels.Skew.NonAggregated,Features.PearsonCorrelation.Mean,Features.PearsonCorrelation.StandardDeviation,FeaturesLabels.PearsonCorrelation.Mean,FeaturesLabels.PearsonCorrelation.StandardDeviation,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Labels.Kurtosis.NonAggregated,Features.Mean.Mean,Features.Mean.StandardDeviation,Labels.Mean.NonAggregated,,instances,dimensionality,instances_with_missing_val,ratio_of_discrete_features,ratio_of_numeric_features,nonzero_vals_cnt,missing values,attributes total,attributes categorical,attributes numerical
haberman-survival,-0.904033941,0.962146874,0.996093497,-0.971172341,0.264297492,-0.858578988,0.953774373,-0.498952374,-0.966901262,0.085815342,0.964784651,-0.483357468,0.995188289,0.986898931,-0.832282393,-0.913228216,0.902487116,-0.017248637,0.915288337,-0.831964776,0.634778358,0.945462608,0.021749763,-0.835048454,0.708403834,-0.884485529,-0.915504924,0.938099798,-0.934070664,0.453282755,-0.87082228,0.988474089,-0.310107982,-0.894887184,-0.04497505,0.998944602,-0.460537466,0.981221302,0.911966816,-0.967089617,0.202088483,-0.847271773,0.931099403,-0.550697911,-0.975064248,0.114215624,0.941219884,-0.498519447,0.984995812,0.996872688,-0.259307979,0.832833958,-0.921548799,0.527834844,0.976784266,-0.065025297,-0.936556724,0.48022574,-0.96848884,-0.956414341,-0.203084406,0.439735449,0.560892195,-0.132551239,0.127795277,0.445676692,0.252896381,0.332051491,0.14716796,-0.876929931,0.40661938,0.85968151,0.186225026,-0.867478027,0.726604947,-0.86406766,-0.834638349,-0.310231444,-0.888807416,-0.061212746,0.983290009,-0.483431071,0.972480766,0.907084175,0.611993789,0.013206206,-0.315899804,0.54691971,-0.443396017,-0.589808153,-0.105522957,-0.898645879,0.530633324,-0.950748851,-0.976190052,-0.032167692,0.54277496,0.05014833,0.13870551,-0.452008821,0.981870684,0.915406572,-0.472452775,-0.509260777,0.970300296,0.430769231,0.430769231,0,0,0.092307692,0.246153846,0.092307692,0.061538462,0.061538462,0.153846154,0.123076923,0.153846154,0.092307692,0.030769231,0.153846154,0.153846154,0.061538462,0.061538462,0.061538462,1,1.166650397,1.064998545,1.066666667,0.23989008,0.331825953,0.314963067,0.390658776,0.055448503,0.135929761,0.343864632,0.399122023,2.234694502,5.364336216,-0.862222222,0.066176293,0.114621112,0.264705882,,306,0.013071895,0,0,1,1224,0,4,0,4
hayes-roth,0.822042893,0.941096168,0.96227765,-0.425956034,0.900731797,0.392281211,0.883977112,0.87847756,0.546628141,0.925962665,0.844708358,0.530591853,0.976507849,0.898712103,0.881476015,0.751523081,-0.357530544,0.942003123,0.641591947,0.864608298,0.737000269,0.763625954,0.882262482,0.753563083,0.616187931,0.81496714,0.661398735,0.856973519,-0.345997877,0.970716666,0.440117039,0.934574115,0.831984475,0.63013072,0.869180255,0.891419414,0.559434629,0.915550671,0.771233528,-0.476076421,0.813142171,0.375032187,0.799064372,0.850494353,0.478918817,0.921894555,0.759086329,0.469927692,0.968368766,0.961151634,-0.375268552,-0.325929314,-0.489085966,-0.238751199,-0.371207697,-0.537614254,-0.078387315,0.223237334,-0.51096181,-0.45663646,0.523800516,0.949238341,0.777759477,0.73527548,0.870934494,0.821104085,0.543313645,0.880252717,0.717810473,0.49022671,0.280726966,0.693361797,0.581398293,0.25286857,0.151547518,0.460657097,0.354148341,0.703656712,0.731892887,0.861128174,0.712984987,0.36200665,0.887589269,0.697979819,0.414922938,0.779288856,0.875224318,0.68877376,0.834576326,0.829376111,0.634036628,0.349888551,0.150914219,0.566584455,0.402384492,0.730662255,0.454123904,0.947753942,0.848197364,0.7726271,0.783461169,0.692527231,0.45998199,0.416612243,0.901105351,0,0,0,0,0.083333333,0.166666667,0.208333333,0.041666667,0,0.041666667,0,0.083333333,0.125,0.208333333,0.416666667,0.291666667,0.375,0.708333333,1,0.9375,0.119546772,0.571957873,0.36489679,0.155636931,0.165527984,0.208967201,0.314920719,0.239065261,0.012976815,0.420698253,0.334542737,-0.673075745,0.263546962,-1.129552474,0.468748969,0.184030994,0.7875,,160,0.025,0,0,1,640,0,4,0,4
heart-cleveland,-0.638177757,0.701128986,0.92044745,-0.949314235,0.038827511,-0.488213828,0.579170498,0.073920852,-0.874587254,-0.003779881,0.730923156,0.088538627,0.949913813,0.783207308,0.049365213,-0.826886243,0.531652798,0.698851871,0.849098558,0.16323168,0.683944427,0.870200562,-0.529194849,0.01094064,0.66215797,-0.438226163,-0.892901088,0.457050846,-0.773616282,0.71408345,0.06851486,0.962276897,0.738630487,-0.380503625,-0.547054982,0.995323403,0.690307607,0.850133934,0.221394031,-0.836957397,-0.243289547,-0.683915882,0.329932304,-0.226423049,-0.959228244,0.271216069,0.489581427,-0.201976611,0.809411026,0.943692698,-0.17551363,0.410756202,-0.670274179,-0.201242536,0.825978353,0.141768681,-0.793655763,-0.197625129,-0.96646093,-0.68071827,0.554089509,0.794831494,0.979888347,0.33472437,-0.739179388,0.673559914,0.868871253,0.280913898,-0.449641634,0.093392912,0.572904171,0.686221625,-0.55359211,0.066188432,0.662488075,-0.34594101,-0.760608061,0.803512375,-0.244883214,-0.613583518,0.94002264,0.682179291,0.755014807,0.081197328,0.308311621,-0.777832546,0.705897453,0.902550423,0.305323384,-0.446159202,-0.239860669,-0.418727308,0.273118684,-0.757125467,-0.902321479,-0.523786723,-0.632519499,-0.181457214,0.51671892,0.683654824,0.866429322,0.258138204,0.295908901,-0.382097916,0.636941628,0.206896552,0.206896552,0.344827586,0.344827586,0.206896552,0.275862069,0.137931034,0.344827586,0.137931034,0,0.551724138,0.068965517,0.344827586,0.206896552,0.137931034,0.275862069,0.620689655,0.482758621,0.482758621,1,0.816844432,0.459117713,1.053248307,0.13574432,0.238688447,0.169268588,0.261700369,0.106755822,0.213054077,0.31286176,0.314013831,0.039718111,1.64935437,-0.156211715,0.066949465,0.241390067,0.937293729,,303,0.04620462,0,0,1,4242,0,14,0,14
heart-hungarian,-0.462914177,0.710530957,0.806254597,-0.950476246,0.269499719,-0.272462376,0.756691872,0.005172728,-0.592361756,0.205761317,0.681556379,0.156914618,0.975375291,0.733455037,0.133199444,-0.828381489,0.508948239,0.581342349,0.8537148,0.017026375,0.787933612,0.888633202,-0.815618804,0.172931825,0.595686152,-0.39810782,-0.870412556,0.376206787,-0.672815852,0.784627466,0.263595026,0.943307874,0.553602469,-0.020324073,-0.310015028,0.986643513,0.595876358,0.772943084,0.275503369,-0.808085317,-0.130197951,-0.631322965,0.45121285,-0.449712749,-0.850146991,0.647931325,0.337538807,-0.179577107,0.774173464,0.978331465,-0.222836795,0.3245174,-0.714962627,0.056471007,0.629741364,-0.221626139,-0.63003912,-0.083583849,-0.95841807,-0.74635553,0.524724076,0.705778926,0.893664356,0.512380237,-0.67650258,0.787359822,0.605325459,0.353848921,-0.243556298,0.089183394,0.617669076,0.657707815,-0.653311827,0.334696723,0.794630718,-0.23017931,-0.673623028,0.497349583,-0.105493837,-0.248359828,0.915024002,0.450573093,0.819618449,0.349280746,0.727045427,-0.868293643,0.564383798,0.526599953,0.084814264,-0.558448313,-0.763445871,0.00287332,0.285794885,-0.525133549,-0.865450838,-0.324110694,-0.397555224,0.128553861,0.750464279,0.671279779,0.737710181,0.2376325,0.194788431,-0.239074797,0.697182433,0,0.454545455,0.090909091,0.363636364,0.090909091,0,0.181818182,0.454545455,0.090909091,0,0.363636364,0.272727273,0.363636364,0.363636364,0.090909091,0.636363636,0.545454545,1,0.272727273,0.954545455,1.37273548,0.708596677,0.580874077,0.170291611,0.271197724,0.17699691,0.281085398,0.110224539,0.239353115,0.299682024,0.324186055,2.121502871,3.793666809,-1.662585307,0.02773433,0.096073939,0.360544218,,294,0.044217687,0,0,1,3822,0,13,0,13
heart-switzerland,-0.94640285,0.963475702,0.996833265,-0.948376325,-0.755514654,-0.859513556,0.907586634,-0.751165261,-0.945815597,-0.809206936,0.949784252,-0.918646057,0.993874123,0.989007795,-0.885200577,-0.950852408,0.98634142,0.820049221,0.904274319,-0.821788753,0.848573636,0.996298966,0.813426342,-0.867282037,0.982700182,-0.930989555,-0.949699291,0.941980113,-0.924088857,-0.67978146,-0.831682109,0.970196133,-0.582260674,-0.888129374,-0.886380946,0.996974003,-0.832232613,0.984649713,0.917467226,-0.942265569,-0.763100832,-0.85352743,0.878920394,-0.786511302,-0.949818724,-0.780116287,0.925349648,-0.929909866,0.983477473,0.996915795,0.788669673,0.88850109,-0.866776293,0.774714044,0.988324154,0.874194924,-0.911918175,0.952849725,-0.947694729,-0.931518489,0.708866974,-0.605292269,0.817442097,0.813425062,0.693166136,-0.66173615,0.857875241,-0.731766268,-0.764949693,-0.817668256,0.721051654,0.875468729,0.762229069,-0.812711351,0.887978662,-0.859484339,-0.845426007,-0.482569466,-0.822045807,-0.871501541,0.971680344,-0.76190686,0.93854397,0.848475598,0.836218468,0.489241508,-0.546392677,0.894988033,-0.692992436,-0.815195618,0.823107511,-0.87204406,0.975647522,-0.930895358,-0.948009441,-0.89022642,0.771280521,-0.845936815,-0.747834379,-0.809900865,0.974187254,0.89824705,-0.893098348,-0.936428009,0.968912667,0.523076923,0.707692308,0.276923077,0.123076923,0.061538462,0.030769231,0,0,0,0,0,0,0,0,0.030769231,0,0.030769231,0.184615385,0.492307692,1,2.287479823,0.297246194,0.255115706,0.192950167,0.276824987,0.202234177,0.290826616,0.041788459,0.144211716,0.150408267,0.284878219,4.891363787,8.402221258,-0.788329229,0.138836398,0.480944798,1.804878049,,123,0.105691057,0,0,1,1599,0,13,0,13
heart-va,-0.954624793,0.970550287,0.995947685,-0.966750397,-0.190570539,-0.816138985,0.959120185,-0.465616007,-0.967040086,-0.778389396,0.961235952,-0.835719895,0.995173951,0.986472923,-0.887729746,-0.964745747,0.974158378,0.315263507,0.897191953,-0.878709737,0.611787742,0.987225487,0.725986268,-0.873786573,0.928467457,-0.935324273,-0.967835773,0.947409293,-0.946627595,-0.080577303,-0.724588701,0.98637206,-0.29542436,-0.927225291,-0.867364344,0.998567308,-0.723123166,0.987584565,0.922101883,-0.960115945,-0.228794486,-0.838874949,0.936335801,-0.523985008,-0.96709837,-0.741246382,0.935559237,-0.866125116,0.983815552,0.996747446,0.192499773,0.826879327,-0.93737693,0.477045748,0.991848671,0.823937665,-0.937379886,0.848727537,-0.966503596,-0.948336004,0.374467359,-0.08537837,0.70348312,0.249903391,0.162620248,-0.068679672,0.529316927,-0.143152906,-0.262801288,-0.740876476,0.685835969,0.834339813,0.532775133,-0.704689755,0.907370121,-0.789504484,-0.855648417,-0.30156011,-0.912890434,-0.848887449,0.98240578,-0.725052257,0.975869644,0.911977177,0.521884722,0.176566686,-0.267004877,0.782303217,-0.406258024,-0.570870294,0.792878816,-0.916771034,0.874462742,-0.957871995,-0.960753628,-0.876274061,0.594378522,-0.814946226,-0.70413703,-0.703215386,0.98043888,0.908242876,-0.797396038,-0.887823177,0.968152777,0.537313433,0.388059701,0.328358209,0,0.059701493,0.059701493,0.029850746,0.119402985,0.059701493,0.089552239,0,0.089552239,0.029850746,0.059701493,0.029850746,0.119402985,0.059701493,0.119402985,0.179104478,1,1.706195257,-0.372050326,0.295158071,0.205711289,0.281361585,0.188514969,0.2450801,0.111574988,0.201214005,0.202350583,0.261527012,1.710408715,7.782473698,-1.039731481,0.11692271,0.405033526,1.52,,200,0.065,0,0,1,2600,0,13,0,13
hepatitis,-0.76424179,0.431917367,0.830043173,-0.861191361,-0.433917029,-0.527978198,0.366207301,-0.497838309,-0.844175472,-0.256344048,0.382651816,-0.626521733,0.703342892,0.69921588,0.0827482,-0.959184915,0.635890052,0.701771619,0.767323946,0.049646713,0.892994931,0.977882865,-0.206549596,0.144928086,0.964607239,-0.246696697,-0.940289237,0.001802622,-0.585149049,0.366547731,0.191146864,0.808916668,0.409876188,-0.060978925,-0.878304541,0.984532029,0.307031277,0.899766001,-0.177855189,-0.629125586,-0.644842634,-0.729330258,0.029658773,-0.831366624,-0.948774179,0.199779672,-0.061411508,-0.91078222,0.325652482,0.968302463,0.298773038,0.429208095,-0.528952808,0.359606892,0.717098478,0.511278279,-0.511970071,0.472438095,-0.816841393,-0.485866196,0.649052952,0.293820896,0.731053057,0.632429353,-0.489170575,0.378089527,0.737140075,0.102139712,-0.685118745,0.000807122,0.720650828,0.699265471,-0.263070632,0.256867272,0.778892095,-0.080021199,-0.744901798,0.339304939,-0.050964737,-0.749035577,0.763967796,0.234702847,0.750416517,-0.120026746,0.804275311,-0.543917838,0.459755999,0.960294166,0.082198125,-0.915163987,-0.05784109,-0.002829129,0.901276822,-0.375507643,-0.886103839,-0.850003833,-0.408984044,-0.771076949,0.395181283,0.365083831,0.859254881,-0.237788919,-0.033326801,-0.950447603,0.145341265,0.4,0.48,0.32,0.24,0.32,0.32,0,0.32,0.08,0.48,0.4,0.32,0.24,0.72,0.32,0,0.32,0.72,0.4,1,1.657820792,-0.354418765,-1.450487022,0.133686707,0.253147095,0.109937868,0.234944937,0.050936209,0.204833206,0.147643852,0.299196561,2.077567935,3.918103805,0.103912602,0.03967733,0.172949882,0.793548387,,155,0.129032258,0,0,1,3100,0,20,0,20
hill-valley,-0.995873255,0.966700311,0.998650939,-0.984035995,-0.577612654,-0.050566991,-0.050566991,-0.06279667,-0.995481269,-0.935992131,0.967583192,-0.990244078,0.973998271,0.996100224,-0.953057278,-0.997587262,0.979144931,0.597122368,-0.017940414,-0.017940414,0.03106189,0.998485073,0.927502185,-0.954129646,0.997123855,-0.961598197,-0.996961455,0.957614968,-0.989490355,-0.495851681,-0.050149717,-0.050149717,-0.04780765,-0.954327579,-0.97650673,0.999962668,-0.940018345,0.99923073,0.950004534,-0.97843264,-0.591384758,-0.050566935,-0.050566935,-0.061600474,-0.996242458,-0.927125739,0.958658022,-0.994381704,0.965996447,0.999054422,0.521391122,-0.016967017,-0.016967017,0.0255719,0.981897483,0.965741273,-0.989856213,0.969550293,-0.992411584,-0.973130604,-0.017535005,-0.017535005,0.056180989,0.591753406,0.524015108,-0.49649331,0.615594815,-0.502452929,-0.601175373,1,0.446475009,-0.017210501,-0.017940414,-0.050149717,-0.017940414,-0.050149717,-0.050566935,0.446475009,-0.017210501,-0.017940414,-0.050149717,-0.017940414,-0.050149717,-0.050566935,0.031661354,0.017605475,-0.047882408,0.030538585,-0.048256198,-0.060852896,0.928684348,-0.955362683,0.994668822,-0.962587407,-0.994993265,-0.976665909,0.918688123,-0.975364321,-0.919873054,-0.941235369,0.999336304,0.951156098,-0.949476328,-0.996192748,0.958971086,0.895522388,0,0,0.029850746,0.089552239,0.059701493,0,0,0,0.895522388,0.179104478,0,0,0,0.059701493,0.119402985,0.029850746,0,0,1,0.450943776,4.404895469,0,0.489321752,0.494233656,0.143024118,0.130491923,0.980800852,0.133495342,0.051069301,0.094913212,22.08372211,2.841137943,-2,4147.001712,416.6271493,0.5,,1212,0.083333333,0,0,1,122412,0,101,0,101
horse-colic,-0.894959798,0.773897194,0.965465858,-0.946072754,-0.063992671,-0.707797777,0.76016515,-0.31878516,-0.947298841,-0.317448359,0.773508511,-0.601472992,0.927080817,0.889254475,-0.503484665,-0.955626541,0.828137357,0.379420876,0.753868613,-0.537168812,0.622724915,0.962622206,0.064542467,-0.500308491,0.844358001,-0.739902521,-0.952079247,0.644713209,-0.850645,0.423340553,-0.488952107,0.928083028,0.2399588,-0.622692045,-0.709894358,0.995568519,-0.093296771,0.927186012,0.510283487,-0.879376472,-0.214200798,-0.709785167,0.644410685,-0.48624054,-0.977888995,-0.153345676,0.64235054,-0.727082883,0.83579037,0.965347674,-0.075721533,0.70020859,-0.842363172,0.209743917,0.887507762,0.462180792,-0.839938427,0.487622644,-0.967361927,-0.787880112,0.229039512,0.381416195,0.714949653,0.240140485,-0.543930622,0.4104633,0.560228999,0.18965182,-0.331529382,-0.588455223,0.390063745,0.676910316,0.063745553,-0.471793284,0.652549327,-0.657698219,-0.719368022,0.150395049,-0.609759,-0.629724871,0.909205867,-0.196793239,0.902413881,0.524444372,0.495773743,-0.549406485,0.255624898,0.804090596,-0.064382171,-0.617915795,0.177408453,-0.623855961,0.724926676,-0.811096701,-0.934069196,-0.706221996,-0.207596276,-0.538265599,0.019024486,-0.081500721,0.918189743,0.505511928,-0.363273719,-0.814694573,0.727523812,0.322580645,0.322580645,0.387096774,0.322580645,0.322580645,0.064516129,0.129032258,0,0,0.193548387,0.064516129,0.064516129,0.193548387,0.064516129,0.193548387,0.129032258,0.258064516,0.387096774,0.258064516,1,2.63627694,1.990376253,0.540452819,0.18071076,0.224668172,0.111704745,0.297916799,0.348329041,0.180909839,-0.026681217,0.259782108,11.28228116,29.8554792,-1.707910751,28.14850551,128.2420435,0.369565217,,368,0.070652174,0,0,1,9568,0,26,0,26
ilpd-indian-liver,-0.826511103,0.84801522,0.973238052,-0.952453083,0.266705578,-0.416066429,0.938386255,0.101912224,-0.954897519,-0.608484615,0.868244527,-0.450975437,0.914100035,0.925498488,-0.499475216,-0.915432465,0.738521597,0.200736956,0.637978363,-0.691325271,0.333627214,0.92384839,0.312964854,-0.522110892,0.80998177,-0.612348591,-0.942821119,0.736520976,-0.905635861,0.597564892,-0.320869468,0.928750888,0.508119762,-0.711236211,-0.87538925,0.996569453,-0.112576038,0.980768882,0.643768809,-0.899496681,0.103210813,-0.482856535,0.882529213,-0.068881485,-0.982921174,-0.479631563,0.761474433,-0.592946479,0.827857998,0.982752058,-0.403608204,0.44721398,-0.950846814,-0.214400883,0.890922767,0.691868302,-0.911799909,0.368467605,-0.960961043,-0.840683311,0.172527522,0.451105474,0.840660537,-0.068239867,-0.529326407,0.579704736,0.518251887,0.535589086,-0.008291114,-0.411151019,0.258811723,0.45939544,0.227803879,-0.299018531,0.704834355,-0.395872101,-0.520145013,0.293352754,-0.855459256,-0.73553517,0.940056182,-0.316467846,0.965877232,0.822483734,0.084834447,-0.569071292,0.489669183,0.620301349,0.393280701,-0.185680392,0.494993135,-0.73785749,0.596458069,-0.799683757,-0.965323915,-0.863624495,-0.014713692,-0.800292445,-0.374464348,-0.126820806,0.979987902,0.67094712,-0.22613253,-0.691532358,0.749292234,0.486486486,0.324324324,0.162162162,0.162162162,0.216216216,0.324324324,0.162162162,0.108108108,0.108108108,0.162162162,0,0.108108108,0.216216216,0.162162162,0.216216216,0.27027027,0.216216216,0.216216216,0.378378378,1,3.338975783,3.029607564,0.944701155,0.106502017,0.295043872,0.032063785,0.264538221,0.068231714,0.34007706,-0.022423968,0.388385277,26.67112189,44.2610328,-1.107539728,0.028644958,0.085934814,0.2864494,,583,0.017152659,0,0,1,5830,0,10,0,10
image-segmentation,0.640979533,0.948293137,0.985500861,0.219567773,0.880389411,0.326991231,0.944203063,0.809299941,0.244118969,0.852721287,0.948190358,0.730671982,0.990114217,0.967523624,0.65619583,0.607289768,0.713789287,0.722244916,0.86825689,0.666469098,0.898050183,0.817357971,0.768374035,0.650382771,0.957818486,0.631231904,0.584951183,0.896578118,0.244098823,0.97287271,0.338468915,0.988994485,0.846810289,0.336263613,0.735650534,0.999143492,0.699888932,0.948092042,0.859923848,0.204942785,0.814791648,0.314556741,0.895812058,0.765160371,0.202624066,0.880122488,0.895692643,0.705756081,0.98331919,0.994463948,0.29337942,0.795867671,0.236768703,0.489333967,0.862819497,0.410334154,0.242767551,0.624589979,0.204573218,0.205612753,0.443324655,0.969254627,0.873994233,0.460076155,0.698258718,0.970829832,0.72517208,0.880787862,0.771100058,0.360644477,0.622842039,0.91151862,0.608637099,0.332096689,0.770842392,0.317415002,0.309244219,0.848337836,0.34648441,0.749327472,0.986888986,0.706001765,0.945099778,0.859833485,0.590774962,0.766190311,0.84080818,0.903400823,0.812335274,0.731661346,0.434150387,0.329453427,0.678043434,0.243441021,0.182670412,0.731992798,0.818804781,0.849704036,0.885985728,0.698371922,0.945909085,0.85891417,0.715869915,0.685307729,0.967670789,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0.385964912,0.350877193,0.175438596,0.070175439,0.49122807,0.596491228,0.842105263,1,5.918454738,4.134422968,0,0.122832382,0.372112578,0.076060748,0.280018593,0.150278554,0.459658891,0.135554167,0.292611886,61.67173927,117.4663418,-1.25,22.10854077,34.92703483,3,,2310,0.008225108,0,0,1,43890,0,19,0,19
ionosphere,-0.866215768,0.777662527,0.945345056,-0.919394155,-0.198283061,-0.337744927,0.407087502,-0.007467261,-0.955904044,-0.506982854,0.828918231,-0.573043614,0.891982588,0.776386307,-0.51578468,-0.951397585,0.909312299,0.433603718,0.402577235,-0.286540538,0.26233566,0.915845549,0.320975876,-0.572295546,0.817155555,-0.681973584,-0.906585986,0.668207673,-0.715653193,0.25497009,-0.345161917,0.693884935,0.485277153,-0.70099039,-0.830823563,0.981386948,-0.121641635,0.943978426,0.425529462,-0.922800034,-0.309900273,-0.385193122,0.376448125,-0.14074847,-0.951657386,-0.390164151,0.718376395,-0.717157927,0.807711171,0.889275648,0.253003435,0.443735441,-0.489233408,0.051611044,0.902186927,0.491482664,-0.754737072,0.642590211,-0.845996237,-0.803161824,0.090422388,0.266282972,0.809548481,0.26994384,-0.404873786,0.158390963,0.668614903,0.066899859,-0.488442721,-0.536885427,-0.155871258,0.314465467,0.356889363,-0.305992695,0.276379864,-0.334620736,-0.341152414,0.497726999,-0.304805392,-0.657216007,0.621032618,-0.021303639,0.59578679,0.24235428,0.103913397,-0.677359014,0.389078615,0.619524532,0.278104265,-0.390091826,0.471268306,-0.761582852,0.646777689,-0.833022434,-0.796210466,-0.773726095,-0.087861291,-0.713314777,-0.12461726,-0.187390399,0.969650717,0.484000001,-0.316009189,-0.902725682,0.596861948,0.444444444,0.296296296,0.518518519,0.148148148,0.296296296,0.148148148,0.740740741,0,0.37037037,0.148148148,0.148148148,0.074074074,0.518518519,0.296296296,0.666666667,0.074074074,0.444444444,0.148148148,0.37037037,1,0.626699493,-0.582149809,-0.587974732,0.119807661,0.251039264,0.164391007,0.252215379,0.134725156,0.276936509,0.137628447,0.202900176,0.280333093,1.098560905,-1.654285714,0.018853652,0.108306241,0.641025641,,351,0.096866097,0,0,1,11934,0,34,0,34
iris,0.597534979,0.915249461,0.988600591,-0.015803075,0.910019094,-0.060022672,0.655794805,0.591034303,0.489722091,0.565846175,0.901724653,0.611418404,0.928005703,0.981946542,0.540104793,0.569540155,0.249851253,0.609256356,0.3004126,0.603119286,0.852883984,0.911841581,0.856100585,0.531396458,0.787796186,0.50802341,0.561937216,0.85925805,0.030001032,0.990284624,-0.014724433,0.512612548,0.610473782,0.409990279,0.399753437,0.997921964,0.569228781,0.878520689,0.847522077,-0.061950928,0.850411208,-0.111782523,0.653280095,0.552637648,0.475274703,0.587241885,0.842589685,0.572914667,0.926326065,0.9953092,0.039316462,0.283917681,-0.24773798,0.133723727,0.205408435,0.127553735,0.052311063,0.589624898,-0.139229353,-0.070765683,0.055680297,0.553780596,0.675050407,0.473898084,0.447271566,0.98867309,0.605674899,0.863109557,0.836873566,0.093033481,0.178863225,0.133445816,0.019527245,0.008681032,0.279399751,-0.1880822,-0.125009556,0.447615401,0.59476653,0.660734992,0.504056683,0.392428513,0.562659003,0.671122756,0.734711173,0.69512831,0.594351839,0.703408561,0.563763846,0.539921164,0.9313234,0.398111493,0.639885717,0.452616443,0.482543684,0.37994857,0.612533445,0.528848768,0.602376624,0.570485431,0.861680145,0.830932586,0.494681562,0.560119944,0.915537555,0,0,0,0,0,0,0,0.041666667,0.166666667,0.208333333,0.291666667,0.166666667,0.166666667,0.208333333,0.375,1,0.583333333,0.125,0.458333333,0.895833333,0.235350292,0.053360316,0,0.210871479,0.470092138,0.32686213,0.503532847,0.414844393,0.58334776,0.647404355,0.544892258,-0.912546193,0.66384858,-1.5,0.200000183,0.399999908,1,,150,0.033333333,0,0,1,750,0,5,0,5
