f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,clase
-0.4749,0.19359,-0.30371,-0.58735,0.21015,-0.4788,0.21546,-0.30361,-0.55987,0.20242,-0.48007,0.30147,-0.17465,-0.40404,0.11554,-0.51486,0.48163,0.15677,-0.32698,-0.14103,-0.62762,0.09674,-0.18933,0.25733,0.54675,-1.01004,0.77592,-0.59068,0.47381,0.63294,-0.80629,0.61675,-0.43918,0.34129,0.70911,-0.06348,-0.34166,-0.37596,-0.31659,-0.2738,-0.21662,sn
-0.60329,0.60063,-0.14553,-0.55036,-0.28835,-0.61961,0.64272,-0.10942,-0.53208,-0.31364,-0.61985,0.69944,0.01944,-0.43989,-0.43394,-0.61913,0.76016,0.25556,-0.48058,-0.6615,-0.19568,0.06975,-0.17775,-0.08438,0.55515,-0.36143,0.41384,-0.4063,0.13646,0.81984,-0.41577,0.13929,-0.08325,-0.10135,0.63878,0.32783,0.21363,0.11393,0.06755,0.05387,0.05437,cn
-0.61758,0.91222,1.06563,-0.602,-0.87065,-0.62135,0.90107,1.14372,-0.65723,-0.8347,-0.60435,0.84844,0.8907,-0.67258,-0.78214,-0.58466,0.80955,0.47567,-0.55157,-0.70182,-0.12385,0.54307,-0.425,0.26121,0.88015,-0.04553,0.28472,-0.33329,0.1532,0.7215,-0.11447,0.48916,-0.41576,0.28333,0.83485,0.72735,1.03105,1.14161,1.16376,1.1804,1.19624,cn
-0.62896,0.67912,0.05786,-0.54259,-0.52587,-0.64118,0.6992,0.0983,-0.54173,-0.52393,-0.63338,0.71303,0.13416,-0.48409,-0.585,-0.62503,0.74784,0.26988,-0.54163,-0.77088,0.74589,-0.03615,0.03583,-0.19353,0.52464,0.36231,0.33765,-0.1175,0.01664,0.81627,0.47266,0.08947,0.16848,-0.2002,0.64368,0.56577,0.45406,0.32856,0.23725,0.18155,0.15043,sn
-0.34653,0.40595,-0.05923,-0.56975,0.04282,-0.35868,0.42413,-0.03368,-0.5547,0.0583,-0.36523,0.44575,0.01823,-0.43843,0.01299,-0.38029,0.49991,0.17626,-0.39144,-0.15025,1.10375,0.05645,-0.45247,0.07854,0.3466,0.96315,0.61291,-0.85128,0.47865,0.7042,0.97526,0.20717,-0.42054,0.09786,0.49045,-0.11051,0.00382,-0.02201,-0.05946,-0.08057,-0.10334,sn
-0.61414,0.72142,0.10689,-0.59029,-0.47378,-0.62719,0.75382,0.14654,-0.58409,-0.48984,-0.62721,0.80587,0.30858,-0.50738,-0.5943,-0.62711,0.85713,0.59578,-0.55292,-0.81815,0.09743,0.27161,-0.38651,0.08815,0.67277,-0.02843,0.66464,-0.77504,0.47896,0.91414,-0.04016,0.33297,-0.34383,0.11059,0.72977,0.5089,0.41807,0.34573,0.30882,0.30285,0.31346,sn
-0.39056,0.2358,-0.43379,-0.50299,0.2415,-0.41471,0.28992,-0.40426,-0.4628,0.19392,-0.43298,0.36456,-0.26229,-0.33976,0.06007,-0.4597,0.44522,-0.02256,-0.3742,-0.19905,-0.07272,-0.20211,-0.02768,-0.26367,0.24174,-0.07122,0.27267,-0.33354,0.01986,0.61564,-0.10149,-0.1198,0.02148,-0.26822,0.32271,-0.22327,-0.24896,-0.28582,-0.30835,-0.31042,-0.31238,sn
-0.59394,0.74491,0.64004,-0.56593,-0.93133,-0.59885,0.74854,0.70453,-0.61081,-0.93283,-0.58948,0.74029,0.65405,-0.6614,-0.87973,-0.58413,0.74552,0.41445,-0.60993,-0.82041,-0.5538,0.23417,0.00663,-0.06073,0.70486,-0.79376,0.16697,-0.06074,-0.04293,0.66738,-0.59435,0.3219,-0.15134,0.03133,0.72123,0.86382,0.97901,1.0102,0.97077,0.99249,0.99262,sn
-0.61242,0.95628,0.73723,-0.66749,-0.53254,-0.61551,0.97197,0.74414,-0.67452,-0.54945,-0.61282,1.02288,0.94345,-0.58371,-0.62921,-0.62598,1.08398,1.27722,-0.54736,-0.77627,0.13416,0.9298,-1.1259,0.72137,0.94729,-0.5321,1.59863,-0.71342,1.20489,1.15627,-0.3704,1.36207,-0.75146,0.76099,1.16786,0.44821,0.56374,0.66497,0.74787,0.79173,0.82784,sn
-0.40344,0.08077,-0.2663,-0.31257,-0.29958,-0.39316,0.05597,-0.27842,-0.34778,-0.27988,-0.38419,0.00743,-0.40873,-0.3621,-0.1919,-0.37677,-0.04397,-0.53172,-0.20806,-0.10741,0.14656,-0.34298,0.59317,-0.41897,0.14974,0.18443,-0.55314,0.61428,-0.50071,-0.07759,0.51575,-0.46979,0.56767,-0.44337,0.00071,0.32276,0.20721,0.04979,-0.04557,-0.08095,-0.09274,cn
-0.52606,0.34095,-0.33029,-0.49219,-0.0384,-0.54632,0.37972,-0.31063,-0.46019,-0.05352,-0.5564,0.4282,-0.23907,-0.34828,-0.17277,-0.56227,0.48662,-0.12429,-0.32184,-0.40968,0.98689,-0.12186,-0.28307,-0.08049,0.23958,0.52692,0.12494,-0.49156,0.04734,0.60042,0.7493,-0.03391,-0.2201,-0.08295,0.40085,0.1172,-0.06076,-0.17054,-0.22825,-0.25588,-0.26682,sn
-0.49813,0.23936,0.00374,-0.35921,-0.76662,-0.49244,0.20753,0.03232,-0.48068,-0.7403,-0.47416,0.12542,-0.1459,-0.69633,-0.66104,-0.45393,0.06562,-0.36401,-0.64605,-0.51577,0.24436,-0.30863,0.7318,-0.43241,0.17889,0.13541,-0.57208,0.79951,-0.60225,-0.07581,0.44338,-0.37992,0.75928,-0.48729,0.13257,0.81609,0.69021,0.45928,0.33099,0.26758,0.19026,sn
-0.65716,0.7471,0.5111,-0.50597,-1.11568,-0.65898,0.71396,0.55413,-0.58969,-1.08304,-0.63269,0.62413,0.27315,-0.65547,-0.98745,-0.60552,0.56315,-0.03949,-0.52651,-0.84271,0.33038,0.02188,0.66012,-0.35166,0.61985,0.25687,-0.20439,0.78647,-0.48437,0.41883,0.46865,-0.06239,0.72426,-0.40086,0.54371,1.04556,1.17993,1.0945,0.94981,0.85002,0.76743,sn
-0.47494,0.21079,-0.35927,-0.45842,0.20672,-0.49587,0.24978,-0.34352,-0.42597,0.19834,-0.50758,0.29257,-0.27119,-0.33618,0.09963,-0.52304,0.35671,-0.13254,-0.39531,-0.14294,1.16651,-0.28826,-0.30569,-0.0311,-0.0052,0.74056,0.03316,-0.39105,0.02687,0.54123,0.70973,-0.14891,-0.18423,-0.07801,0.2994,-0.13394,-0.28524,-0.35017,-0.37196,-0.37903,-0.38166,sn
-0.30739,0.48678,0.15274,-0.60976,0.01933,-0.29568,0.49081,0.17315,-0.60268,0.04961,-0.30065,0.51051,0.2215,-0.48633,0.02405,-0.32854,0.56731,0.3948,-0.41815,-0.11025,1.26585,0.31067,-0.8553,0.40217,0.47014,1.05856,0.90629,-1.37894,0.8986,0.75271,1.09287,0.45249,-0.77765,0.38864,0.60964,-0.11428,0.05899,0.06721,0.05932,0.04537,0.03206,cn
-0.61705,1.10915,1.48458,-0.70853,-0.64006,-0.61751,1.1117,1.47384,-0.72503,-0.5943,-0.61258,1.15165,1.63837,-0.62889,-0.63328,-0.62337,1.21819,2.11327,-0.56743,-0.80251,0.66837,1.82167,-2.41703,1.9573,1.1252,0.01892,2.35704,-2.37797,2.61203,1.24853,0.05665,2.18796,-2.25499,2.23034,1.31022,0.54188,0.69044,0.79959,0.95359,1.03867,1.06403,sn
-0.6324,0.799,0.36299,-0.59763,-0.55535,-0.64156,0.80887,0.37702,-0.60199,-0.53349,-0.63398,0.81692,0.38158,-0.52384,-0.57218,-0.62949,0.86408,0.50876,-0.51398,-0.75651,1.01009,0.29686,-0.54181,0.25874,0.65468,0.46937,0.65947,-0.606,0.50542,0.94407,0.64302,0.43251,-0.41772,0.31074,0.80005,0.56932,0.49608,0.41695,0.35991,0.30873,0.2776,sn
-0.64756,0.95233,0.50592,-0.66985,-0.4927,-0.65437,0.9677,0.51608,-0.67157,-0.47333,-0.64607,1.00222,0.55209,-0.54403,-0.53066,-0.64246,1.08051,0.77399,-0.43116,-0.72705,0.60279,1.00785,-1.40287,1.0335,0.97517,-0.40782,1.61602,-1.71718,1.72699,1.23042,-0.22213,1.63822,-2.01649,1.72709,1.21775,0.50051,0.44749,0.39812,0.38211,0.37915,0.37397,sn
-0.35225,0.33711,-0.04485,-0.56636,0.21035,-0.37001,0.35871,-0.0319,-0.55137,0.23304,-0.38641,0.38521,0.01191,-0.43662,0.17904,-0.42085,0.45076,0.1425,-0.38121,-0.00919,1.401,0.02112,-0.63745,0.20827,0.22022,1.1292,0.58257,-1.15129,0.56854,0.65224,1.07325,0.20049,-0.59469,0.20285,0.45627,-0.25181,-0.16569,-0.15267,-0.1593,-0.16594,-0.17218,cn
0.07772,-0.72172,-0.75702,0.17697,0.45634,0.13126,-0.77273,-0.78903,0.20747,0.52093,0.13685,-0.81365,-0.85059,0.40527,0.6296,0.08209,-0.75044,-0.79107,0.34168,0.61159,-0.29425,-0.63491,0.7157,-0.59801,-0.56686,-0.0993,-0.90585,0.68217,-0.73896,-0.86478,0.29083,-0.84952,0.6964,-0.65146,-0.74635,-0.38697,-0.60326,-0.72723,-0.71931,-0.68658,-0.6599,cn
0.35775,-0.9707,-0.85899,0.45595,0.45515,0.45003,-1.02394,-0.88764,0.49692,0.52096,0.46724,-1.04054,-0.90926,0.67127,0.71364,0.42205,-1.00813,-0.87395,0.81501,0.72505,-0.62337,-0.77422,0.75074,-0.61003,-0.90485,-0.3909,-0.97618,0.73243,-0.74577,-1.26631,0.12999,-0.90107,0.72849,-0.66683,-1.03117,-0.26523,-0.72012,-0.83359,-0.84478,-0.84828,-0.87963,cn
-0.23568,-0.14038,-0.43086,-0.13089,-0.10613,-0.22374,-0.16199,-0.45954,-0.22053,-0.05018,-0.22778,-0.20492,-0.5958,-0.26082,0.06336,-0.23639,-0.22142,-0.64155,-0.22103,0.13567,-0.58064,-0.58707,0.57947,-0.53773,-0.17797,-0.08166,-0.76142,0.56824,-0.6678,-0.33324,-0.14962,-0.69355,0.60259,-0.59142,-0.33593,0.14698,0.04445,-0.13437,-0.19107,-0.21634,-0.20981,cn
-0.60552,0.9416,0.85644,-0.65288,-0.63366,-0.61047,0.93658,0.89024,-0.6665,-0.5826,-0.60955,0.94762,0.90101,-0.58575,-0.63197,-0.61362,0.96776,0.96518,-0.52066,-0.74805,-0.21796,0.65118,-0.35849,0.19536,0.91164,-0.31546,1.28335,-0.97111,0.81367,0.99492,-0.46687,0.91963,-0.53383,0.34282,0.97803,0.53958,0.70567,0.76684,0.79038,0.78079,0.7655,cn
-0.67202,0.9661,0.78029,-0.59851,-1.09203,-0.67774,0.95885,0.79942,-0.62918,-1.0889,-0.66042,0.93871,0.75977,-0.62467,-1.09054,-0.63789,0.90711,0.57675,-0.57208,-0.98808,-0.48473,0.38208,-0.17748,0.0291,0.8237,-0.43411,0.44015,-0.45439,0.15759,0.84663,-0.48248,0.46,-0.29439,0.08165,0.82785,1.01284,1.1407,1.12729,1.10462,1.0887,1.10735,sn
-0.63199,1.08865,1.35065,-0.66527,-0.82011,-0.63396,1.06765,1.33022,-0.68853,-0.77008,-0.62375,1.0448,1.18853,-0.61745,-0.75656,-0.61693,1.04291,1.09336,-0.53649,-0.78399,0.16977,0.97589,-0.8537,0.64678,1.03956,0.14591,1.24278,-1.34719,1.071,1.05071,0.05804,1.09161,-1.01242,0.74191,1.05397,0.64961,0.97806,1.08932,1.09968,1.08149,1.0705,cn
-0.57076,0.86824,0.77736,-0.61103,-0.72257,-0.57833,0.86246,0.79224,-0.63449,-0.7079,-0.56348,0.83836,0.75395,-0.60278,-0.71751,-0.54035,0.80343,0.57243,-0.52175,-0.61356,-0.07907,0.50935,-0.52792,0.22477,0.79767,0.06543,0.57574,-0.92173,0.38128,0.79131,-0.01993,0.53366,-0.59222,0.24695,0.78033,0.57117,0.86252,0.89831,0.88777,0.8719,0.87062,cn
-0.68475,1.23453,1.44026,-0.68573,-1.00767,-0.68718,1.219,1.46955,-0.70645,-0.96299,-0.67702,1.22803,1.54362,-0.63501,-0.99481,-0.66803,1.24172,1.74347,-0.59656,-1.11961,0.16413,1.25583,-0.76667,0.85586,1.2,-0.25047,1.71087,-0.88429,1.30678,1.23382,-0.08837,1.5249,-0.79293,0.94697,1.25008,0.877,1.10055,1.19486,1.25662,1.28436,1.27078,sn
-0.38111,0.17426,-0.2047,-0.31716,-0.49748,-0.38913,0.16999,-0.17512,-0.39341,-0.51406,-0.39659,0.13051,-0.31832,-0.46925,-0.45245,-0.37608,0.09374,-0.47059,-0.28817,-0.294,-0.08701,-0.42988,0.47347,-0.46108,0.08833,0.05067,-0.53716,0.4797,-0.55481,-0.00731,0.40367,-0.44933,0.45788,-0.48886,0.03839,0.52655,0.4552,0.31969,0.24728,0.20398,0.15754,sn
0.24797,-0.64413,-0.72079,0.2758,0.39216,0.2816,-0.66279,-0.73864,0.13768,0.43602,0.25733,-0.68436,-0.78893,-0.07915,0.52691,0.20456,-0.68613,-0.80179,-0.12416,0.53456,0.13221,-0.77471,0.65495,-0.60257,-0.61703,0.65997,-0.94057,0.63384,-0.72797,-0.8786,0.77983,-0.86022,0.66772,-0.64503,-0.80752,-0.30313,-0.47227,-0.58719,-0.62778,-0.63036,-0.61084,cn
-0.62092,0.66861,0.07309,-0.51755,-0.78211,-0.63574,0.69707,0.08885,-0.52314,-0.86617,-0.63238,0.73618,0.25048,-0.55576,-0.94062,-0.61469,0.72249,0.1997,-0.56879,-0.87325,0.13314,0.03604,0.08699,-0.229,0.58962,-0.11646,0.0552,0.06416,-0.24455,0.66198,0.01315,0.13432,0.00165,-0.1855,0.62571,0.82907,0.77909,0.6525,0.57475,0.58851,0.64546,sn
-0.68525,1.0262,0.62427,-0.62514,-0.93145,-0.69308,1.03355,0.62736,-0.63509,-0.93903,-0.68075,1.06591,0.79763,-0.58988,-1.01065,-0.66372,1.06662,0.95307,-0.60766,-1.07844,0.35262,0.59828,-0.25751,0.19858,0.9435,-0.11466,0.82067,-0.14979,0.36848,1.06525,0.02717,0.76224,-0.2561,0.2417,1.01993,0.88044,0.96534,0.9404,0.89989,0.88422,0.90953,sn
-0.02256,-0.62382,-0.89511,0.22237,0.27059,-0.04733,-0.58568,-0.89534,0.3553,0.1227,-0.09024,-0.5205,-0.81225,0.23601,0.02658,-0.13985,-0.52073,-0.77035,-0.09437,0.01722,0.5597,-0.87343,0.55632,-0.62654,-0.73222,0.80225,-0.74127,0.3827,-0.65836,-0.44974,0.70538,-0.78265,0.56149,-0.62637,-0.56115,0.01265,-0.48065,-0.68472,-0.7337,-0.71673,-0.7036,sn
-0.65259,0.84695,0.35826,-0.56836,-0.90039,-0.66442,0.86408,0.36041,-0.58013,-0.96707,-0.65277,0.88576,0.54233,-0.59761,-1.01821,-0.63354,0.86346,0.47271,-0.59946,-0.94839,0.26122,0.30009,-0.06568,-0.0518,0.7793,-0.00346,0.27249,-0.06108,-0.08702,0.79097,0.08511,0.36098,-0.10241,-0.03713,0.79255,0.88548,0.91971,0.87048,0.84204,0.85287,0.87722,sn
0.10022,-0.76002,-0.96771,0.47259,0.71187,0.05797,-0.71365,-0.96409,0.64735,0.67811,-0.02374,-0.66177,-0.91567,0.7096,0.5787,-0.08323,-0.61954,-0.85415,0.40462,0.45973,-0.43806,-0.79129,0.64488,-0.62059,-0.61302,-0.12853,-0.92318,0.61784,-0.74056,-0.67444,-0.07649,-0.90087,0.67122,-0.66924,-0.8125,-0.50994,-0.84022,-0.96083,-0.97796,-0.95825,-0.94247,cn
0.01811,-0.68355,-0.90672,0.49952,0.35356,-0.01988,-0.65041,-0.90794,0.56534,0.33326,-0.06657,-0.64902,-0.87609,0.3046,0.32344,-0.07299,-0.66955,-0.85469,-0.018,0.3862,-0.24035,-0.86205,0.65676,-0.62125,-0.77216,0.06663,-0.93538,0.67132,-0.73498,-0.68983,0.09961,-0.89496,0.70142,-0.66269,-0.83648,-0.08238,-0.62603,-0.79609,-0.8249,-0.8127,-0.80716,sn
-0.34435,0.13003,-0.3172,-0.36919,-0.15105,-0.35999,0.15075,-0.27397,-0.37561,-0.18508,-0.36767,0.15087,-0.25717,-0.42054,-0.18046,-0.35282,0.12946,-0.38981,-0.26365,-0.07247,0.17802,-0.25887,0.10063,-0.36179,0.19455,0.30344,-0.40514,0.07351,-0.46857,0.09235,0.19014,-0.32694,0.13301,-0.38921,0.04064,0.1643,0.16487,0.08598,0.0359,0.04762,0.05746,sn
-0.6603,1.14492,1.38772,-0.67297,-0.78986,-0.66301,1.12292,1.37615,-0.69492,-0.71897,-0.65031,1.1198,1.35681,-0.62897,-0.73077,-0.64326,1.14085,1.49215,-0.59954,-0.87193,-0.03378,1.04598,-0.39243,0.52554,1.15227,-0.48223,1.39877,-0.69932,0.93626,1.13693,-0.49146,1.32239,-0.5949,0.72357,1.21259,0.65246,0.88746,1.00342,1.05909,1.06856,1.06343,sn
-0.69897,1.28504,1.74834,-0.68292,-0.99995,-0.70268,1.26634,1.73352,-0.71065,-0.92942,-0.68572,1.25348,1.63042,-0.64929,-0.94768,-0.67079,1.26222,1.67841,-0.60678,-1.05881,-0.00709,1.10124,-0.36586,0.58415,1.20429,-0.77215,1.56686,-0.24597,1.048,1.25376,-0.61272,1.50679,-0.3548,0.83104,1.31695,0.87648,1.08785,1.23772,1.33051,1.34143,1.3117,sn
-0.29101,0.03853,-0.29916,-0.28954,-0.17251,-0.29081,0.03048,-0.28441,-0.34162,-0.13735,-0.30258,-0.00514,-0.44398,-0.3233,-0.06615,-0.31115,-0.01638,-0.55013,-0.11024,0.0306,0.33658,-0.41528,0.35634,-0.45185,0.06036,0.6329,-0.56512,0.31995,-0.5609,-0.05059,0.69834,-0.51332,0.36491,-0.49427,-0.11479,0.15349,0.16736,0.07779,0.01442,-0.00712,-0.03012,cn
0.37842,-1.06676,-0.92982,0.39634,0.96679,0.4456,-1.11914,-0.9583,0.59307,1.04424,0.47838,-1.15374,-0.96877,1.05196,1.19821,0.41529,-1.09556,-0.92154,1.38492,1.16097,-0.22708,-0.66248,0.69122,-0.59994,-0.78362,0.3338,-0.9497,0.66255,-0.74404,-1.09212,0.44759,-0.92751,0.64811,-0.65711,-1.06157,-0.828,-1.14981,-1.13339,-1.08735,-1.04994,-1.02392,cn
0.53226,-1.17798,-0.98994,0.4672,1.04678,0.58625,-1.2104,-1.005,0.71083,1.07921,0.60727,-1.22068,-0.97685,1.10662,1.16009,0.47761,-1.11409,-0.89865,1.1368,1.07549,0.04353,-0.70454,0.73253,-0.61532,-0.89718,0.62822,-0.94644,0.71057,-0.74952,-1.21737,0.7212,-0.93833,0.69286,-0.6758,-1.05793,-0.8298,-1.23823,-1.22275,-1.18207,-1.16208,-1.16999,cn
1.43942,-1.73709,-1.12478,0.85932,1.87262,1.43269,-1.72215,-1.13431,1.35082,1.84003,1.37091,-1.6815,-1.07125,2.09171,1.73342,1.2381,-1.59287,-0.98797,2.34514,1.62798,-0.2507,-0.74542,0.7063,-0.62709,-1.22837,0.094,-1.0044,0.68121,-0.76062,-1.63348,0.24076,-1.00153,0.68398,-0.6862,-1.41986,-1.73786,-1.81043,-1.6189,-1.52028,-1.47649,-1.4617,cn
1.98523,-1.85301,-1.06882,3.32615,1.32896,2.15575,-1.8926,-1.0869,2.04689,1.39478,2.26973,-1.91131,-1.05851,0.9098,1.51509,2.34746,-1.92865,-1.01364,0.92147,1.57508,-1.64204,-1.07799,0.6032,-0.66122,-1.87435,-1.04892,-1.15989,0.63671,-0.77009,-2.26323,-0.91064,-1.09475,0.67563,-0.69104,-2.15762,-1.1949,-1.49216,-1.44026,-1.40419,-1.40252,-1.41723,cn
0.06468,-0.82668,-0.87519,0.83593,0.16086,0.08044,-0.84848,-0.88256,0.49676,0.09072,0.09789,-0.91057,-0.89211,-0.44957,0.07568,0.12891,-0.97296,-0.90593,-0.6103,0.25081,-2.38574,-0.92183,0.63416,-0.64608,-0.92584,-1.91921,-1.0397,0.6586,-0.75767,-1.18684,-2.70835,-0.92231,0.70881,-0.67242,-0.93466,0.12048,-0.4491,-0.70834,-0.77351,-0.79828,-0.8179,sn
0.05203,-0.83006,-0.92743,0.73624,0.4045,0.04752,-0.82931,-0.93755,0.75298,0.36501,0.02601,-0.85126,-0.9324,0.62451,0.34657,0.01631,-0.88041,-0.9177,0.68238,0.38947,-2.08167,-0.86555,0.65783,-0.64303,-0.83411,-1.62654,-1.00969,0.67417,-0.75848,-1.05929,-2.40049,-0.92725,0.71213,-0.67743,-0.951,-0.1676,-0.65276,-0.84775,-0.89326,-0.91001,-0.93388,cn
0.19233,-0.88274,-0.9066,0.81711,0.30274,0.20604,-0.89186,-0.91338,0.67261,0.2663,0.17951,-0.92486,-0.90957,0.10867,0.26503,0.193,-0.97627,-0.91036,0.0023,0.38573,-2.14151,-0.90647,0.65914,-0.64327,-0.95977,-1.72628,-1.02769,0.67687,-0.75617,-1.18752,-2.47307,-0.93207,0.72124,-0.67399,-1.01123,-0.0828,-0.57775,-0.7843,-0.8251,-0.84396,-0.8773,cn
-0.28238,-0.29854,-0.67447,0.07249,-0.11014,-0.28624,-0.31247,-0.70749,0.06806,-0.11356,-0.27443,-0.36904,-0.77487,0.06238,-0.03675,-0.24015,-0.44253,-0.80552,0.14626,0.06905,-1.75286,-0.71069,0.53824,-0.57841,-0.31685,-1.55428,-0.83131,0.5485,-0.69142,-0.44821,-2.0869,-0.72939,0.61135,-0.60652,-0.39314,0.29599,-0.12047,-0.415,-0.49388,-0.51588,-0.52957,sn
-0.04396,-0.83902,-1.02637,0.66329,0.75781,-0.09843,-0.77476,-1.02363,0.92658,0.64736,-0.157,-0.71144,-0.97265,1.13763,0.51563,-0.16532,-0.71109,-0.93199,1.24595,0.46168,-1.3869,-0.86707,0.57951,-0.64282,-0.65426,-1.10906,-0.94949,0.61435,-0.74896,-0.69684,-1.55129,-0.91542,0.65855,-0.67301,-0.83824,-0.44223,-1.01374,-1.12015,-1.12129,-1.11074,-1.11214,sn
0.16936,-0.91188,-0.96942,0.55395,0.70686,0.16309,-0.88702,-0.97147,0.71805,0.62176,0.12366,-0.86752,-0.9344,0.82777,0.57844,0.10153,-0.89102,-0.91207,1.08493,0.6331,-1.26727,-0.75065,0.66303,-0.62786,-0.68002,-0.87705,-0.97834,0.65819,-0.75463,-1.00436,-1.49487,-0.91475,0.69414,-0.67608,-0.91822,-0.52186,-0.85487,-0.98948,-1.00654,-1.02157,-1.0413,cn
0.38788,-1.03152,-0.98044,0.82505,0.66543,0.42914,-1.03992,-0.99237,0.98035,0.65726,0.39519,-1.04847,-0.97483,1.12175,0.65583,0.35542,-1.06279,-0.94852,1.40546,0.68675,-1.47978,-0.86133,0.67594,-0.63881,-0.94736,-1.07833,-1.01054,0.67916,-0.75674,-1.18153,-1.63947,-0.94363,0.71197,-0.67703,-1.07172,-0.42004,-0.89634,-1.02068,-1.0358,-1.0392,-1.06254,cn
1.16775,-1.46562,-1.0629,1.29181,1.26356,1.22221,-1.46807,-1.07584,1.63044,1.25841,1.13342,-1.44309,-1.04303,2.10356,1.25137,0.89172,-1.37798,-0.99526,2.42386,1.18366,-1.2915,-0.91396,0.65537,-0.65054,-1.25088,-0.91642,-1.05383,0.67475,-0.7648,-1.60278,-1.52946,-1.00726,0.70343,-0.68666,-1.45116,-1.069,-1.35751,-1.30272,-1.26847,-1.27139,-1.27596,cn
0.17731,-0.83685,-0.90324,0.6949,0.27053,0.17423,-0.83505,-0.90066,0.6105,0.19986,0.14257,-0.85267,-0.87561,-0.04312,0.15786,0.18059,-0.93315,-0.8751,-0.49961,0.30888,-1.46672,-0.88596,0.67772,-0.63604,-0.91762,-1.14608,-0.99548,0.68728,-0.74892,-1.06491,-1.74002,-0.91026,0.72218,-0.67015,-0.9228,-0.02262,-0.53017,-0.7331,-0.76925,-0.79614,-0.81963,sn
-0.04217,-0.52974,-0.70781,0.16399,0.06724,-0.03469,-0.52652,-0.71199,0.08715,0.00614,-0.04304,-0.55112,-0.7086,-0.37437,-0.02172,-0.00592,-0.64091,-0.76078,-0.5465,0.0853,-1.57764,-0.72334,0.70497,-0.60125,-0.52142,-1.30295,-0.89414,0.68167,-0.72348,-0.76457,-1.97827,-0.78999,0.72252,-0.64107,-0.59945,0.11348,-0.29856,-0.50695,-0.6017,-0.64135,-0.66948,sn
0.48593,-1.12372,-0.98239,1.28544,0.61781,0.48886,-1.12452,-0.99531,1.17879,0.56861,0.45894,-1.14571,-0.9795,0.54469,0.54617,0.51056,-1.21064,-0.95431,-0.1419,0.63899,-1.54085,-0.97849,0.60736,-0.65001,-1.20387,-1.18857,-1.05829,0.62822,-0.75718,-1.33871,-1.91004,-0.98247,0.67589,-0.67746,-1.25212,-0.35123,-0.87043,-1.02579,-1.05675,-1.06473,-1.07826,cn
1.01948,-1.53385,-1.10868,1.06769,1.49581,0.99867,-1.51013,-1.11995,1.55838,1.4406,0.8904,-1.46758,-1.07112,2.3482,1.34309,0.75648,-1.3998,-1.01432,3.02357,1.32017,-1.38705,-0.86087,0.66602,-0.64738,-1.24479,-1.11398,-1.0222,0.6729,-0.76415,-1.49066,-1.81529,-0.99439,0.69917,-0.68807,-1.45605,-1.27965,-1.54947,-1.46752,-1.40445,-1.39364,-1.40666,cn
0.19484,-0.95452,-1.01554,0.54734,0.90352,0.12595,-0.87348,-1.01805,0.83319,0.76111,0.05892,-0.79421,-0.94149,0.8606,0.51463,0.11176,-0.86661,-0.88793,0.02401,0.34092,-1.62626,-0.90234,0.64062,-0.6376,-0.89014,-1.75814,-0.88673,0.59297,-0.72912,-0.68664,-2.13261,-0.85062,0.66733,-0.6622,-0.68177,-0.68169,-1.10446,-1.13893,-1.12257,-1.12462,-1.1339,sn
0.64128,-1.29421,-1.07532,0.91541,1.21888,0.60874,-1.26257,-1.08402,1.30728,1.14081,0.50789,-1.21834,-1.03498,1.8373,1.02692,0.43201,-1.20114,-0.98871,2.38477,0.99751,-1.40263,-0.83401,0.678,-0.64233,-1.0468,-1.0488,-1.00979,0.67617,-0.76141,-1.23837,-1.64942,-0.96908,0.70303,-0.68515,-1.23528,-1.01579,-1.32974,-1.31908,-1.28774,-1.26458,-1.26519,cn
1.84684,-1.76802,-1.07419,2.92379,1.28825,1.90517,-1.78981,-1.09507,2.53592,1.29552,1.95304,-1.8166,-1.0735,2.02567,1.33798,1.97744,-1.84593,-1.04417,3.00927,1.50921,-1.92802,-1.07642,0.61465,-0.66191,-1.96563,-1.71091,-1.13471,0.65542,-0.76892,-2.05307,-2.28641,-1.06605,0.69828,-0.6885,-1.93465,-1.10374,-1.41277,-1.38428,-1.34574,-1.33351,-1.35192,sn
0.63354,-1.14255,-1.00074,0.70471,0.85579,0.67915,-1.13763,-1.01598,0.94936,0.85267,0.64905,-1.10919,-0.98694,1.27252,0.86237,0.49097,-1.03654,-0.92628,1.24762,0.77849,-1.86347,-0.85775,0.6927,-0.6338,-0.9927,-1.40353,-0.97654,0.73466,-0.74676,-1.24428,-2.14843,-0.95235,0.72357,-0.67835,-1.19567,-0.52627,-1.07103,-1.12635,-1.13168,-1.12813,-1.13004,cn
1.4111,-1.64873,-1.12305,1.44333,1.66959,1.34397,-1.6112,-1.13631,2.03278,1.60965,1.17959,-1.54599,-1.08291,2.86816,1.48136,0.99374,-1.4795,-1.02402,3.43387,1.37647,-1.72355,-0.93496,0.67098,-0.64762,-1.4023,-1.39447,-1.04526,0.68751,-0.76216,-1.52914,-1.93587,-1.02479,0.70275,-0.68838,-1.62496,-1.50932,-1.65425,-1.55154,-1.47741,-1.4574,-1.4591,cn
